buyer_income_lpa,house_price_lakh,loan_eligibility,credit_score,down_payment_percent,existing_emi_lpa,employment_years,dependents,property_location_score,employment_type,can_buy
11.43,155.4,yes,634,7.45,3.21,16,5,4,salaried,no
22.76,244.29,yes,561,22.84,4.61,11,5,1,salaried,no
20.96,107.44,yes,562,17.53,2.17,24,2,8,salaried,yes
9.97,74.52,yes,667,8.16,2.59,3,3,4,salaried,neutral
16.32,69.53,no,702,22.17,5.0,15,5,8,self_employed,neutral
28.51,243.45,yes,593,49.78,11.55,17,1,10,business,neutral
49.96,248.69,yes,568,31.18,9.16,11,1,6,salaried,neutral
43.38,440.54,yes,570,27.08,7.76,10,2,7,business,neutral
16.73,92.37,yes,704,16.61,6.95,6,3,4,self_employed,neutral
13.21,139.13,yes,484,14.76,4.84,6,0,5,salaried,neutral
13.46,166.57,yes,804,3.69,8.18,8,3,8,self_employed,no
21.57,97.34,yes,809,38.05,1.16,19,5,8,business,yes
4.4,32.11,yes,775,13.92,0.52,3,2,5,self_employed,yes
34.95,344.51,no,832,27.64,4.41,5,3,10,self_employed,neutral
17.23,151.45,yes,713,21.72,3.87,18,1,8,business,yes
22.16,360.1,no,646,12.84,13.79,13,1,10,self_employed,no
9.66,70.97,no,577,5.91,4.05,6,0,8,salaried,no
9.69,47.11,no,690,19.1,1.99,2,2,4,salaried,neutral
42.97,487.47,yes,611,19.32,6.62,12,1,10,business,neutral
9.55,101.42,yes,802,18.27,2.62,8,0,6,self_employed,neutral
23.92,189.55,no,889,37.0,6.78,20,5,5,business,neutral
7.36,80.78,yes,639,14.1,1.13,2,3,4,salaried,neutral
6.64,24.55,yes,634,12.72,2.29,5,1,5,self_employed,yes
59.14,193.61,yes,710,19.02,11.72,25,0,2,salaried,yes
45.56,169.87,yes,759,56.89,11.75,9,1,6,business,yes
8.44,60.25,yes,743,9.84,1.14,3,3,8,self_employed,neutral
7.37,79.56,no,690,4.05,2.66,4,2,8,salaried,no
8.49,100.86,yes,705,9.94,2.49,1,3,6,business,neutral
13.9,199.55,no,587,8.17,7.85,8,2,9,self_employed,no
25.97,154.31,yes,525,16.84,9.16,22,1,4,salaried,neutral
63.52,797.9,no,701,25.32,9.67,6,0,9,salaried,no
23.9,162.15,yes,721,20.03,6.01,10,3,6,salaried,yes
19.77,114.4,no,657,35.62,3.9,8,6,6,self_employed,no
16.08,228.63,yes,774,30.72,4.99,14,2,1,self_employed,neutral
23.61,199.78,yes,688,18.4,2.35,7,2,5,business,neutral
26.63,96.55,no,739,22.86,5.45,6,6,9,salaried,neutral
24.22,217.79,yes,669,22.26,5.6,12,1,3,self_employed,neutral
36.3,241.94,yes,750,25.73,7.32,12,4,9,salaried,yes
21.55,111.8,yes,640,14.89,2.77,5,5,7,business,neutral
7.56,60.32,yes,787,7.11,1.77,2,1,4,salaried,neutral
6.28,22.17,yes,639,14.05,1.68,7,3,6,self_employed,yes
10.38,113.63,yes,824,8.03,2.88,6,5,3,self_employed,neutral
21.9,180.19,yes,757,23.9,6.64,13,2,7,salaried,yes
10.71,142.32,yes,744,13.52,2.15,8,4,8,business,neutral
11.02,81.45,yes,733,10.1,4.13,10,1,3,business,neutral
5.46,117.63,yes,537,9.27,1.79,15,1,4,self_employed,no
6.0,40.24,no,640,18.79,2.77,6,3,3,salaried,no
11.5,103.18,yes,603,14.89,3.0,9,0,9,salaried,neutral
9.61,83.89,no,747,12.75,4.01,10,4,10,salaried,no
3.98,21.2,yes,792,15.26,0.13,5,4,10,self_employed,yes
23.68,195.96,no,503,10.16,9.31,6,0,2,self_employed,no
9.93,61.01,yes,612,11.38,0.13,4,2,1,salaried,neutral
30.5,276.61,yes,681,8.6,4.76,15,3,6,salaried,yes
29.17,148.87,yes,813,31.1,4.38,17,2,4,salaried,yes
11.2,186.42,no,623,14.1,4.83,8,1,8,self_employed,no
57.19,677.69,yes,781,13.06,7.72,9,2,4,self_employed,neutral
21.28,151.65,no,654,29.21,3.44,5,4,4,business,no
8.86,58.28,yes,837,21.55,3.99,10,3,5,self_employed,neutral
12.7,135.92,yes,629,12.12,4.93,3,0,8,salaried,neutral
56.61,397.95,yes,779,24.87,17.75,13,1,3,salaried,yes
18.66,134.59,yes,701,26.83,3.72,16,4,9,business,yes
55.08,286.72,yes,801,62.81,8.83,23,1,1,business,yes
15.58,264.89,yes,756,31.22,5.36,13,0,10,self_employed,neutral
48.73,370.7,yes,792,48.73,12.72,9,1,6,salaried,yes
3.33,35.37,yes,626,11.38,1.0,5,5,2,salaried,neutral
28.31,113.66,yes,784,24.42,6.09,11,0,9,salaried,yes
11.31,170.39,yes,844,20.33,2.87,10,3,6,business,neutral
14.6,166.81,yes,752,23.27,4.17,13,1,4,business,yes
10.22,74.1,no,692,17.7,1.96,3,2,7,salaried,no
62.04,245.07,yes,827,26.08,9.88,5,2,6,salaried,yes
27.24,261.44,no,615,17.69,7.05,4,5,1,salaried,no
18.34,93.63,no,691,14.48,1.94,4,4,4,salaried,neutral
52.49,540.26,yes,692,24.04,17.04,3,3,6,business,neutral
13.16,140.05,no,703,5.99,6.46,13,1,6,business,no
15.01,245.45,no,544,6.17,4.8,3,1,6,business,no
13.16,146.65,yes,631,12.89,3.64,6,3,8,salaried,neutral
56.86,172.52,yes,712,38.93,11.11,23,3,6,salaried,yes
11.02,50.95,yes,634,13.99,2.62,12,4,4,salaried,yes
16.37,101.43,yes,580,8.94,1.86,13,1,2,self_employed,neutral
6.47,43.64,yes,645,9.1,1.74,7,5,5,self_employed,neutral
23.78,175.32,yes,675,20.1,4.27,7,1,7,self_employed,neutral
17.94,184.27,yes,743,30.22,5.37,12,1,8,salaried,yes
7.81,86.48,no,650,7.32,2.15,7,4,6,business,no
46.33,134.26,yes,829,28.91,11.39,14,0,10,salaried,yes
10.79,92.93,no,644,12.93,6.13,13,2,3,self_employed,no
16.88,216.65,no,589,8.29,9.96,7,2,10,self_employed,no
56.45,687.09,no,745,28.22,9.64,21,1,6,business,no
26.73,160.72,no,470,8.05,13.79,1,6,6,self_employed,no
33.98,167.84,no,685,31.25,7.32,6,6,3,business,neutral
16.11,132.49,no,725,32.62,4.85,7,4,4,salaried,no
80.48,456.7,yes,797,46.68,19.2,11,2,9,salaried,yes
73.44,301.12,no,818,19.04,20.07,25,2,7,salaried,yes
6.42,106.8,no,615,10.59,1.6,3,1,5,salaried,no
4.83,64.05,yes,644,22.54,0.98,5,1,10,self_employed,neutral
3.98,26.23,yes,649,20.55,1.37,11,0,5,business,neutral
20.48,197.81,yes,732,23.06,11.25,21,3,8,business,neutral
25.6,158.61,yes,720,34.17,6.14,9,1,4,business,yes
36.05,139.61,yes,748,14.71,8.89,19,1,9,salaried,yes
20.51,129.95,yes,625,16.99,2.65,4,3,10,salaried,neutral
9.41,96.85,yes,745,19.18,3.05,6,1,8,self_employed,neutral
36.69,282.83,yes,738,12.97,6.47,13,6,1,self_employed,neutral
32.69,260.54,yes,775,25.4,6.94,11,4,10,business,yes
21.17,258.33,no,665,4.24,11.03,9,2,7,self_employed,no
8.08,52.06,yes,809,16.17,3.32,8,2,3,salaried,neutral
58.16,135.26,yes,784,34.0,7.82,32,1,7,business,yes
22.4,170.02,no,652,14.28,7.29,6,4,6,business,no
37.02,477.77,yes,805,19.57,9.24,9,2,8,self_employed,neutral
20.96,55.28,yes,654,32.05,3.29,8,3,5,self_employed,yes
36.41,330.87,yes,695,17.48,3.19,3,3,5,salaried,neutral
24.79,124.96,no,716,18.9,4.86,9,0,8,business,neutral
8.33,123.31,yes,634,13.96,3.13,13,0,6,business,neutral
8.63,92.95,no,621,12.38,3.06,2,4,4,self_employed,no
18.83,64.96,yes,745,40.23,2.52,15,4,9,business,yes
6.43,64.16,no,569,22.78,1.57,4,0,9,salaried,no
11.49,133.03,no,671,16.75,2.34,6,2,3,salaried,no
13.52,144.23,no,566,10.71,7.48,5,1,10,business,no
8.05,55.34,no,613,18.45,3.55,7,1,6,salaried,no
7.3,52.12,no,841,20.82,1.51,14,2,8,salaried,neutral
26.99,271.96,yes,801,10.62,11.78,12,2,1,business,neutral
15.2,145.26,yes,622,21.33,3.16,6,2,4,self_employed,neutral
24.4,182.07,yes,567,22.3,4.41,13,1,3,self_employed,neutral
25.79,97.01,yes,616,22.2,10.44,22,5,6,self_employed,yes
17.03,78.45,yes,834,29.57,7.43,8,6,6,salaried,yes
23.21,232.05,yes,717,26.52,6.05,22,0,2,self_employed,yes
15.9,109.34,yes,695,26.13,6.4,6,6,7,self_employed,neutral
14.06,120.95,no,705,10.7,2.32,5,3,9,business,no
24.01,317.35,no,582,13.64,7.93,7,0,4,salaried,no
31.42,223.65,no,720,25.47,8.39,9,2,5,business,no
9.0,86.52,yes,686,6.08,2.17,9,4,10,salaried,neutral
59.2,512.25,yes,688,47.72,6.6,10,1,3,self_employed,yes
10.67,47.77,no,648,19.6,2.34,6,1,9,salaried,neutral
29.88,189.71,yes,726,28.57,5.37,3,2,8,salaried,yes
27.25,147.26,yes,800,28.24,4.54,11,2,10,salaried,yes
8.12,66.91,yes,730,8.43,1.69,6,4,3,self_employed,neutral
12.33,78.1,yes,589,10.2,4.11,6,2,6,salaried,neutral
55.06,341.62,yes,764,32.65,7.05,14,0,4,self_employed,yes
76.89,357.94,yes,736,24.03,14.21,17,2,8,salaried,yes
18.16,70.87,yes,676,21.78,2.51,7,4,4,business,yes
7.81,64.79,yes,548,14.24,1.53,5,4,8,self_employed,no
8.0,70.61,no,645,10.11,4.62,15,5,10,salaried,no
11.88,119.68,yes,550,19.15,1.7,3,3,4,self_employed,no
23.21,204.7,yes,549,36.09,6.28,14,5,10,self_employed,neutral
48.15,174.72,yes,728,37.66,4.98,30,6,7,salaried,yes
13.7,132.77,yes,660,20.69,5.55,5,3,10,salaried,neutral
60.59,474.03,yes,780,28.55,15.4,8,2,5,salaried,yes
49.35,212.54,yes,791,26.25,8.57,8,5,1,salaried,yes
5.43,79.65,yes,661,12.84,1.87,3,1,8,salaried,no
15.92,70.9,no,674,11.41,4.22,3,3,9,business,neutral
74.65,500.05,yes,810,47.9,12.8,11,0,2,salaried,yes
8.93,100.83,yes,717,12.54,2.83,7,6,6,self_employed,neutral
18.98,94.78,no,673,18.01,1.75,3,4,10,business,no
7.17,56.8,yes,588,19.27,2.17,8,4,4,salaried,neutral
30.3,235.17,yes,598,27.35,9.78,8,1,3,business,neutral
11.8,101.22,no,626,3.41,6.29,5,2,3,salaried,no
48.04,205.63,yes,773,45.75,3.45,14,4,5,salaried,yes
20.69,119.61,no,732,17.46,1.31,18,1,6,salaried,neutral
25.1,199.33,yes,716,15.94,5.36,19,0,7,self_employed,yes
49.78,195.13,yes,817,33.45,10.0,16,0,4,salaried,yes
24.23,192.74,no,752,17.31,4.41,23,3,4,salaried,neutral
6.87,74.72,yes,739,7.65,1.37,5,0,6,salaried,neutral
12.79,194.25,no,718,4.26,4.71,7,6,10,salaried,no
10.93,112.92,yes,738,12.71,4.16,6,5,8,salaried,neutral
30.57,175.88,no,758,27.71,8.1,9,0,5,salaried,neutral
20.66,216.9,no,794,39.56,1.92,25,1,9,self_employed,neutral
27.66,267.86,yes,666,21.12,7.61,15,2,7,self_employed,neutral
11.12,79.24,yes,738,9.55,3.0,2,4,7,business,neutral
8.83,70.66,no,470,15.76,4.92,17,5,3,self_employed,no
7.61,57.2,yes,661,14.24,4.33,6,2,9,business,neutral
40.78,527.43,yes,695,33.65,8.77,10,1,9,self_employed,neutral
12.32,47.31,yes,649,32.09,3.1,5,3,5,salaried,yes
20.78,338.75,yes,774,41.95,5.91,10,1,4,self_employed,neutral
20.21,188.15,no,587,7.1,7.41,3,3,2,self_employed,no
6.82,72.81,yes,795,3.3,1.66,6,2,8,business,neutral
7.35,84.37,yes,613,16.2,0.61,12,2,8,self_employed,neutral
21.97,124.41,no,637,32.37,7.29,22,1,3,salaried,no
20.55,113.03,yes,734,16.1,4.75,15,5,4,salaried,yes
8.71,91.49,no,671,18.57,2.75,11,2,7,salaried,no
18.61,53.48,no,699,16.7,5.93,5,2,4,salaried,neutral
7.66,96.14,no,657,3.57,4.26,2,0,4,self_employed,no
35.08,279.27,yes,862,25.31,12.96,7,3,10,self_employed,yes
13.28,89.07,yes,681,6.86,3.83,10,2,10,self_employed,neutral
5.29,32.67,yes,660,21.05,2.34,6,0,7,salaried,neutral
9.46,88.32,no,662,11.79,2.62,3,4,6,salaried,no
5.73,50.75,yes,575,9.45,1.22,2,1,5,salaried,no
68.81,425.69,yes,736,28.18,27.0,10,5,9,self_employed,neutral
6.84,56.47,yes,727,9.16,1.52,8,0,5,salaried,neutral
5.58,56.63,yes,633,12.1,1.0,5,4,9,self_employed,neutral
76.77,270.49,yes,691,31.56,6.63,16,1,4,salaried,yes
3.54,41.12,no,595,11.16,1.0,9,2,5,self_employed,no
10.85,130.54,yes,706,16.18,4.12,6,5,9,salaried,neutral
15.08,140.88,yes,663,22.94,2.88,10,4,5,salaried,yes
47.53,494.72,yes,702,22.47,14.33,13,1,5,business,yes
11.79,62.53,yes,563,16.74,3.31,11,1,6,self_employed,neutral
9.33,68.73,no,756,28.5,1.85,19,3,10,salaried,neutral
7.47,61.51,yes,741,15.8,0.88,4,6,1,salaried,neutral
12.71,128.94,yes,760,11.57,1.12,1,5,5,business,neutral
47.12,527.08,yes,722,45.35,19.06,21,2,5,business,yes
12.82,127.63,no,735,2.46,6.61,8,2,2,self_employed,no
8.28,101.12,yes,715,15.51,2.88,1,1,7,business,neutral
21.52,186.64,yes,688,21.73,4.7,15,1,3,business,yes
51.31,254.55,yes,794,32.56,13.89,20,4,1,business,yes
17.68,324.41,yes,495,8.52,9.58,18,3,3,salaried,no
24.57,140.65,no,771,15.11,2.16,14,1,9,self_employed,neutral
30.22,190.69,yes,710,13.68,10.95,16,4,8,self_employed,yes
12.87,109.01,no,657,7.98,4.9,7,1,3,salaried,no
26.08,243.17,yes,721,12.27,9.99,7,2,6,salaried,neutral
7.95,84.23,yes,684,15.89,1.43,6,1,9,self_employed,neutral
23.85,129.76,no,684,26.04,6.72,6,0,3,salaried,neutral
46.43,273.69,yes,814,18.93,11.14,9,3,3,salaried,yes
20.74,147.05,yes,547,28.98,6.62,6,4,2,self_employed,neutral
67.63,508.22,yes,798,25.31,6.45,30,1,7,salaried,yes
25.05,94.51,no,642,18.48,5.78,11,3,8,business,neutral
11.06,59.13,no,659,9.79,1.55,3,0,3,salaried,no
20.87,79.8,yes,713,11.83,1.34,10,3,5,self_employed,yes
25.39,180.53,no,663,37.49,4.98,15,2,7,business,no
41.3,164.24,yes,697,32.71,8.44,10,5,2,salaried,yes
11.66,71.37,yes,658,22.61,0.92,18,2,2,self_employed,yes
6.29,63.54,yes,536,15.78,2.3,13,2,5,self_employed,no
10.79,120.25,no,712,11.87,4.32,13,1,2,business,no
10.28,160.93,yes,627,5.74,1.38,5,1,7,self_employed,no
20.39,163.29,no,692,29.07,3.79,5,2,7,self_employed,no
8.42,77.39,no,515,13.75,1.94,13,2,10,salaried,no
12.41,150.48,yes,655,9.15,5.01,6,1,7,salaried,neutral
14.98,242.1,no,536,5.61,3.75,13,3,10,self_employed,no
18.17,172.53,no,838,41.78,3.13,24,1,9,self_employed,neutral
10.12,149.5,yes,742,17.6,2.77,7,3,4,business,no
26.85,160.52,no,685,42.62,0.31,12,3,4,salaried,neutral
6.9,91.16,no,674,16.3,3.48,4,2,8,salaried,no
15.05,219.84,no,694,6.44,3.68,8,1,5,salaried,no
4.95,47.35,yes,780,17.99,1.01,14,1,8,self_employed,yes
29.53,160.87,no,670,36.2,7.01,10,0,1,salaried,neutral
26.1,179.73,yes,771,30.52,12.01,4,0,7,self_employed,neutral
13.65,79.52,yes,656,19.92,2.16,3,2,8,salaried,neutral
7.38,37.79,yes,765,15.5,3.34,5,1,2,self_employed,neutral
46.92,293.93,no,788,38.26,9.04,14,0,5,business,neutral
22.35,293.59,no,751,13.59,11.51,7,0,7,salaried,no
81.37,216.57,yes,838,62.85,14.96,18,4,8,business,yes
62.3,643.39,no,728,52.67,18.47,18,1,10,self_employed,no
19.52,189.73,no,666,12.79,8.64,11,2,9,self_employed,no
34.37,408.09,yes,870,32.38,16.9,13,0,10,self_employed,yes
10.87,154.25,yes,770,16.1,4.87,3,4,8,self_employed,no
33.46,176.08,yes,695,26.71,1.72,13,3,5,self_employed,yes
55.65,147.1,no,753,34.12,8.83,27,0,8,salaried,yes
16.25,133.71,yes,584,19.4,1.98,16,0,2,salaried,neutral
14.43,149.33,no,746,6.95,1.92,13,0,4,salaried,no
37.49,295.11,yes,659,47.34,10.78,5,1,2,salaried,yes
6.2,111.12,no,511,8.8,3.7,10,2,4,salaried,no
8.97,77.91,yes,726,12.27,4.07,4,2,6,self_employed,no
32.66,274.09,yes,628,17.37,6.01,13,5,8,self_employed,neutral
11.04,116.29,yes,631,14.72,4.9,7,1,5,salaried,neutral
6.94,37.31,no,640,20.01,0.78,4,2,5,self_employed,no
36.45,260.31,no,745,18.2,11.59,5,1,3,salaried,no
46.78,262.12,yes,801,56.53,12.17,23,3,4,salaried,yes
51.66,248.52,yes,731,33.83,13.49,8,1,8,self_employed,yes
15.66,216.66,no,700,7.27,8.58,4,5,4,self_employed,no
57.15,292.81,yes,822,49.38,7.98,27,2,5,business,yes
5.45,47.18,yes,588,8.36,3.3,5,4,6,salaried,no
20.31,119.95,no,635,17.9,5.68,17,0,9,salaried,no
11.87,259.38,no,672,10.24,3.72,1,1,9,self_employed,no
69.11,432.11,yes,733,29.75,15.13,15,2,4,salaried,yes
27.77,134.1,no,636,21.62,3.33,17,3,7,salaried,neutral
14.67,130.19,yes,654,18.09,2.47,8,2,8,self_employed,neutral
11.11,78.96,yes,695,8.59,2.27,2,2,7,self_employed,neutral
10.19,96.46,yes,696,17.03,3.87,4,3,9,salaried,neutral
9.25,115.64,yes,647,22.51,1.61,5,4,4,salaried,neutral
43.14,428.99,yes,674,34.05,20.48,17,2,6,salaried,neutral
5.24,55.32,yes,680,20.0,1.44,3,4,8,salaried,neutral
36.68,294.11,yes,697,32.29,12.22,14,2,4,self_employed,yes
12.83,164.72,yes,589,12.34,2.22,6,0,3,salaried,no
6.93,81.0,no,583,13.06,3.56,5,1,8,self_employed,no
10.96,91.12,no,551,11.17,5.42,9,2,4,salaried,no
10.73,69.08,no,715,16.93,0.08,7,3,9,business,no
61.2,180.34,yes,751,27.93,10.28,14,4,6,salaried,yes
52.4,201.23,yes,832,25.59,4.56,9,2,5,salaried,yes
13.01,141.67,no,626,16.11,5.16,24,2,1,salaried,no
79.9,332.13,yes,712,36.53,6.61,4,6,8,salaried,yes
8.33,89.84,yes,729,12.31,2.59,2,2,9,self_employed,neutral
4.89,35.47,yes,658,22.65,0.34,5,3,5,self_employed,yes
5.57,46.34,no,615,10.79,2.27,5,6,3,salaried,no
31.06,193.64,yes,738,27.4,5.48,14,1,9,business,yes
6.7,64.27,yes,623,17.8,1.3,6,1,10,self_employed,neutral
83.56,273.41,yes,791,36.73,5.69,25,0,5,salaried,yes
9.95,92.16,no,559,7.42,2.59,3,4,8,salaried,no
30.47,156.35,no,713,31.89,4.13,14,6,9,salaried,neutral
33.19,177.93,no,704,45.73,4.8,7,2,7,salaried,yes
36.37,418.12,no,679,24.09,2.96,13,0,8,self_employed,no
39.85,392.35,no,693,36.14,4.48,16,4,6,salaried,neutral
16.42,153.04,no,523,6.95,7.45,13,2,4,salaried,no
24.21,150.95,yes,701,24.82,3.34,16,6,7,salaried,yes
52.75,253.59,yes,793,36.22,9.16,27,2,3,self_employed,yes
26.34,111.52,yes,636,29.48,7.33,13,2,7,salaried,yes
15.64,87.25,no,632,8.63,6.05,6,2,5,self_employed,no
8.78,100.76,no,505,11.86,2.4,9,2,8,salaried,no
12.28,103.43,yes,626,13.85,1.01,4,2,7,salaried,neutral
15.68,135.04,yes,805,21.16,2.89,15,5,7,salaried,yes
12.24,111.38,yes,790,14.19,4.57,9,4,10,self_employed,yes
22.55,150.67,yes,755,19.79,6.0,3,4,8,salaried,yes
17.18,226.62,no,543,7.13,6.84,6,0,5,business,no
57.42,315.17,yes,774,28.85,7.48,15,3,8,salaried,yes
30.48,208.04,no,560,15.31,2.9,14,4,9,business,no
80.1,437.7,yes,773,35.69,11.83,14,1,2,salaried,yes
12.16,124.13,yes,596,14.31,4.34,18,2,5,self_employed,neutral
8.08,112.07,no,470,11.21,3.97,8,2,3,self_employed,no
38.69,199.21,yes,832,45.62,5.38,22,2,9,salaried,yes
26.4,129.57,yes,807,35.94,7.67,26,1,5,salaried,yes
11.12,72.17,no,585,15.64,2.9,7,3,4,self_employed,no
35.53,420.45,yes,836,40.89,6.62,10,1,6,self_employed,yes
49.52,271.93,yes,766,18.83,13.28,15,5,10,self_employed,yes
18.29,144.26,yes,617,30.07,6.32,15,4,10,business,yes
24.59,266.31,no,717,10.8,3.96,21,2,4,salaried,no
6.06,66.31,yes,702,11.49,1.3,2,0,9,salaried,neutral
19.81,206.57,yes,602,18.76,2.73,20,3,3,salaried,neutral
12.95,98.36,yes,651,8.72,5.98,6,5,5,salaried,neutral
69.32,314.93,yes,762,24.99,5.79,18,0,2,business,yes
59.05,293.85,yes,752,37.97,8.92,11,5,5,salaried,yes
51.66,226.66,yes,787,22.4,7.54,21,3,1,self_employed,yes
59.78,222.94,no,863,19.07,28.91,9,3,7,business,neutral
32.73,140.24,yes,585,9.44,6.57,17,4,8,salaried,yes
52.29,250.04,yes,839,26.31,13.49,11,6,4,salaried,yes
21.79,146.01,yes,790,21.04,2.17,12,3,3,self_employed,yes
26.33,175.26,yes,639,20.03,7.54,14,1,2,salaried,yes
24.55,143.03,yes,565,19.06,3.64,8,2,8,business,neutral
17.0,161.61,no,561,11.18,1.5,5,4,10,salaried,no
9.16,63.37,no,811,12.32,0.47,15,1,9,self_employed,neutral
27.2,247.82,no,768,21.58,4.77,11,2,7,salaried,no
21.56,279.98,no,470,5.66,12.14,10,2,4,salaried,no
53.5,296.18,yes,641,12.31,20.03,16,2,7,self_employed,yes
27.3,217.1,no,581,19.65,6.27,16,2,10,salaried,no
50.73,314.58,yes,783,48.24,7.77,9,5,10,salaried,yes
43.54,421.56,yes,716,17.05,19.86,17,1,10,self_employed,neutral
23.6,92.97,yes,795,44.33,9.05,7,2,10,business,yes
26.67,255.54,no,636,6.69,10.59,12,0,5,self_employed,no
67.44,450.82,yes,722,32.18,25.12,12,3,1,salaried,yes
40.07,171.38,no,743,28.28,5.91,19,1,5,business,neutral
45.48,221.72,no,695,30.19,4.39,26,3,7,salaried,neutral
17.0,215.88,yes,703,14.91,4.47,7,2,4,salaried,neutral
29.09,206.39,no,614,21.63,12.08,10,2,5,self_employed,no
8.17,73.39,no,654,15.24,1.87,5,4,3,salaried,no
3.84,24.88,no,723,15.51,1.52,2,2,7,salaried,no
18.13,315.22,no,614,4.68,6.11,4,2,4,self_employed,no
25.31,122.71,no,667,26.76,4.85,22,5,6,self_employed,no
29.44,132.85,yes,573,18.75,9.52,10,4,3,salaried,neutral
38.94,138.26,yes,761,41.53,3.48,10,1,7,salaried,yes
56.96,278.68,yes,812,43.61,1.07,26,1,4,salaried,yes
14.41,201.96,no,597,3.05,8.23,11,3,10,salaried,no
23.51,177.62,yes,767,25.77,3.73,7,0,9,salaried,yes
29.55,258.3,yes,692,18.18,3.66,3,2,2,salaried,neutral
7.35,103.93,yes,681,14.87,2.92,7,3,10,self_employed,no
10.05,135.52,yes,559,10.13,3.43,7,1,8,salaried,no
8.3,77.22,yes,659,8.88,2.99,5,3,4,salaried,neutral
6.11,65.76,yes,488,22.92,1.61,10,1,8,business,neutral
7.23,78.1,no,606,5.27,3.74,3,2,7,salaried,no
15.52,201.02,no,501,24.37,4.49,4,1,5,self_employed,no
16.1,120.29,yes,470,15.27,4.52,11,2,6,salaried,neutral
24.04,222.17,yes,758,25.56,3.46,19,0,6,salaried,yes
16.57,145.55,yes,794,15.15,5.11,8,0,7,business,yes
32.39,195.86,yes,802,16.55,2.93,11,3,5,salaried,yes
27.57,147.2,yes,844,18.94,3.02,9,3,5,salaried,yes
27.98,144.29,yes,667,17.87,4.09,10,2,9,salaried,yes
8.1,109.43,yes,689,9.01,1.64,5,3,10,self_employed,neutral
9.68,136.71,yes,687,11.92,1.8,12,3,8,self_employed,neutral
27.37,216.14,yes,783,19.84,6.98,4,2,1,business,yes
7.43,81.63,yes,701,12.83,4.05,10,1,5,business,neutral
5.15,25.88,yes,597,18.12,0.82,3,1,8,salaried,neutral
37.94,154.73,yes,894,18.95,13.85,15,2,5,salaried,yes
52.16,399.42,yes,668,30.78,7.59,8,2,3,salaried,yes
13.88,140.85,yes,613,12.9,3.15,7,4,9,business,neutral
8.29,28.85,no,779,10.85,3.57,9,3,7,salaried,neutral
13.98,222.74,no,544,13.73,4.09,4,5,3,salaried,no
10.82,132.85,yes,503,11.23,3.4,5,2,10,self_employed,neutral
9.71,74.18,yes,632,17.32,3.09,8,3,4,salaried,neutral
27.95,91.99,yes,882,48.67,7.01,22,1,8,salaried,yes
20.57,134.0,yes,657,25.28,3.07,7,1,5,business,yes
90.8,564.8,no,811,19.53,11.25,9,4,8,salaried,neutral
20.77,144.68,yes,820,21.74,6.03,21,5,9,salaried,yes
75.19,250.61,yes,748,43.85,0.11,11,4,8,salaried,yes
28.19,228.57,yes,711,18.31,5.1,8,2,7,self_employed,neutral
34.01,352.45,yes,677,21.77,11.65,10,3,2,self_employed,neutral
11.6,62.16,no,697,29.73,2.24,10,4,9,self_employed,neutral
13.54,51.45,no,647,16.1,3.06,8,1,1,business,neutral
11.24,43.3,yes,644,18.99,5.28,10,2,6,self_employed,neutral
31.68,131.93,yes,756,37.6,9.1,7,0,7,business,yes
6.28,56.92,yes,601,8.93,2.34,14,0,3,business,neutral
15.77,108.37,yes,691,13.27,4.42,10,5,4,salaried,neutral
13.94,96.76,no,476,16.98,3.38,5,3,7,self_employed,no
37.75,202.7,yes,579,42.45,5.66,7,6,4,business,neutral
9.64,91.32,yes,580,5.05,2.48,1,2,10,salaried,no
4.66,32.25,no,672,18.12,0.85,8,1,7,salaried,no
8.39,139.19,yes,686,10.54,2.33,15,1,7,self_employed,neutral
19.86,181.23,yes,632,28.42,4.14,10,2,4,self_employed,neutral
10.73,173.28,yes,607,19.52,2.99,1,4,10,self_employed,no
10.6,171.2,yes,567,12.43,3.38,7,1,9,salaried,no
23.39,129.36,yes,741,40.04,4.9,12,2,3,business,yes
52.1,140.26,yes,763,37.09,7.85,21,2,8,business,yes
16.81,193.5,yes,609,29.8,4.47,10,2,6,self_employed,neutral
25.32,140.84,yes,747,20.9,7.59,12,0,6,salaried,yes
8.82,93.8,yes,706,13.6,1.95,3,2,6,self_employed,neutral
13.83,167.58,yes,623,13.09,3.86,15,3,8,self_employed,neutral
15.89,123.37,no,708,27.46,3.63,10,3,6,salaried,no
20.7,135.45,yes,894,16.72,3.05,14,0,10,business,yes
26.92,144.69,no,639,12.72,4.36,8,1,8,salaried,neutral
10.35,111.12,yes,661,18.24,2.02,4,1,2,self_employed,neutral
23.41,134.49,yes,747,39.27,5.19,17,0,8,salaried,yes
7.65,78.63,no,619,20.49,2.58,9,2,9,self_employed,no
10.53,99.81,no,587,13.3,2.29,11,4,9,self_employed,no
20.34,106.08,no,657,25.74,5.21,7,3,4,salaried,neutral
7.87,60.68,no,502,6.46,4.84,7,0,2,self_employed,no
5.1,31.91,no,814,4.83,1.41,6,1,8,salaried,no
74.78,236.77,yes,791,20.22,1.28,29,1,7,salaried,yes
12.68,193.07,no,565,4.09,6.83,11,5,10,salaried,no
28.73,252.28,yes,688,16.57,7.4,3,1,6,salaried,neutral
28.31,167.42,yes,645,28.47,4.01,18,5,9,salaried,yes
8.08,66.59,yes,822,10.19,0.68,2,1,7,self_employed,neutral
